ID,Date,Element,Data_Value
FRM00007015,2006-04-05,TMAX,84
FRM00007015,2012-08-05,TMAX,244
FRM00007015,2008-11-04,TMIN,43
FRM00007015,2011-02-22,TMAX,57
FRM00007015,2014-04-26,TMIN,67
FRM00007015,2014-04-26,TMAX,141
FRM00007015,2011-02-22,TMIN,-20
FRM00007015,2012-05-04,TMAX,160
FRM00007015,2012-01-22,TMIN,46
FRM00007015,2013-07-26,TMAX,282
FRM00007015,2008-10-03,TMIN,57
FRM00007015,2008-10-03,TMAX,113
FRM00007015,2012-06-15,TMAX,197
FRM00007015,2013-03-16,TMIN,27
FRM00007015,2011-09-29,TMAX,272
FRM00007015,2015-11-16,TMAX,134
FRM00007015,2011-02-17,TMAX,110
FRM00007015,2015-02-15,TMAX,103
FRM00007015,2013-08-10,TMIN,124
FRM00007015,2011-12-01,TMIN,48
FRM00007015,2011-12-01,TMAX,132
FRM00007015,2008-03-22,TMAX,74
FRM00007015,2006-11-12,TMAX,110
FRM00007015,2009-02-04,TMAX,14
FRM00007015,2010-11-19,TMAX,81
FRM00007015,2014-09-30,TMAX,217
FRM00007015,2014-12-03,TMAX,32
FRM00007015,2010-11-20,TMAX,93
FRM00007015,2014-08-29,TMIN,137
FRM00007015,2014-08-29,TMAX,223
FRM00007015,2014-02-19,TMIN,42
FRM00007015,2015-06-18,TMAX,188
FRM00007015,2010-11-19,TMIN,62
FRM00007015,2014-02-19,TMAX,110
FRM00007015,2011-08-14,TMAX,205
FRM00007015,2009-07-10,TMIN,113
FRM00007015,2010-05-02,TMAX,141
FRM00007015,2008-06-09,TMIN,129
FRM00007015,2010-04-05,TMAX,134
FRM00007015,2008-06-09,TMAX,254
FRM00007015,2013-08-10,TMAX,207
FRM00007015,2010-06-09,TMIN,147
FRM00007015,2014-08-08,TMIN,169
FRM00007015,2014-05-14,TMAX,166
FRM00007015,2014-01-07,TMAX,130
FRM00007015,2014-01-07,TMIN,89
FRM00007015,2010-04-18,TMAX,191
FRM00007015,2010-11-03,TMAX,161
FRM00007015,2015-09-05,TMAX,178
FRM00007015,2010-11-03,TMIN,110
FRM00007015,2012-06-15,TMIN,139
FRM00007015,2013-02-13,TMAX,23
FRM00007015,2010-06-20,TMAX,147
FRM00007015,2015-08-16,TMAX,204
FRM00007015,2013-11-20,TMAX,51
FRM00007015,2010-06-09,TMAX,192
FRM00007015,2008-09-21,TMIN,69
FRM00007015,2015-11-16,TMIN,116
FRM00007015,2008-09-21,TMAX,181
FRM00007015,2007-03-11,TMAX,150
FRM00007015,2009-05-23,TMAX,225
FRM00007015,2009-10-05,TMIN,120
FRM00007015,2014-04-16,TMAX,154
FRM00007015,2015-10-12,TMAX,140
FRM00007015,2011-07-18,TMAX,170
FRM00007015,2015-04-01,TMAX,112
FRM00007015,2014-05-14,TMIN,50
FRM00007015,2014-08-08,TMAX,214
FRM00007015,2015-12-12,TMAX,111
FRM00007015,2012-06-28,TMAX,296
FRM00007015,2015-12-12,TMIN,53
FRM00007015,2008-04-04,TMIN,46
FRM00007015,2012-11-22,TMIN,44
FRM00007015,2012-05-22,TMIN,106
FRM00007015,2012-11-22,TMAX,100
FRM00007015,2010-03-29,TMAX,162
FRM00007015,2009-07-21,TMAX,302
FRM00007015,2011-09-03,TMIN,157
FRM00007015,2009-04-18,TMIN,86
FRM00007015,2006-03-15,TMAX,95
FRM00007015,2008-04-04,TMAX,156
FRM00007015,2007-04-22,TMAX,223
FRM00007015,2007-08-21,TMAX,209
FRM00007015,2010-03-29,TMIN,90
FRM00007015,2007-08-21,TMIN,145
FRM00007015,2007-04-22,TMIN,44
FRM00007015,2015-01-28,TMAX,85
FRM00007015,2011-02-16,TMAX,85
FRM00007015,2006-02-06,TMIN,34
FRM00007015,2010-02-05,TMAX,93
FRM00007015,2014-07-15,TMIN,130
FRM00007015,2005-09-13,TMIN,120
FRM00007015,2005-06-16,TMIN,116
FRM00007015,2009-04-18,TMAX,154
FRM00007015,2008-07-12,TMAX,200
FRM00007015,2006-11-26,TMAX,135
FRM00007015,2008-12-14,TMIN,9
FRM00007015,2012-05-22,TMAX,187
FRM00007015,2006-02-26,TMIN,-23
FRM00007015,2012-03-20,TMIN,6
FRM00007015,2007-09-11,TMIN,103
FRM00007015,2010-03-22,TMIN,18
FRM00007015,2012-03-20,TMAX,132
FRM00007015,2010-12-07,TMAX,-8
FRM00007015,2012-06-22,TMIN,118
FRM00007015,2006-02-26,TMAX,24
FRM00007015,2011-10-27,TMAX,160
FRM00007015,2011-10-27,TMIN,85
FRM00007015,2013-08-03,TMAX,248
FRM00007015,2011-06-19,TMAX,190
FRM00007015,2007-01-01,TMAX,129
FRM00007015,2010-09-04,TMAX,195
FRM00007015,2007-08-29,TMIN,99
FRM00007015,2007-08-29,TMAX,190
FRM00007015,2012-06-22,TMAX,186
FRM00007015,2012-03-15,TMAX,195
FRM00007015,2015-04-22,TMAX,149
FRM00007015,2015-04-22,TMIN,59
FRM00007015,2006-09-23,TMAX,244
FRM00007015,2009-07-11,TMAX,203
FRM00007015,2011-09-03,TMAX,300
FRM00007015,2015-07-04,TMAX,302
FRM00007015,2005-09-13,TMAX,221
FRM00007015,2008-11-03,TMAX,108
FRM00007015,2007-10-09,TMAX,162
FRM00007015,2011-09-22,TMAX,184
FRM00007015,2013-04-08,TMIN,29
FRM00007015,2014-03-25,TMAX,122
FRM00007015,2010-07-02,TMAX,342
FRM00007015,2014-03-25,TMIN,7
FRM00007015,2009-06-17,TMAX,243
FRM00007015,2015-04-25,TMAX,177
FRM00007015,2015-04-25,TMIN,110
FRM00007015,2011-10-16,TMIN,25
FRM00007015,2006-07-20,TMAX,324
FRM00007015,2011-10-16,TMAX,163
FRM00007015,2009-06-13,TMIN,121
FRM00007015,2011-01-02,TMIN,5
FRM00007015,2008-02-24,TMIN,78
FRM00007015,2008-04-14,TMAX,109
FRM00007015,2008-08-08,TMAX,212
FRM00007015,2014-04-17,TMAX,193
FRM00007015,2013-09-23,TMAX,213
FRM00007015,2006-07-30,TMAX,272
FRM00007015,2005-08-09,TMAX,223
FRM00007015,2005-08-09,TMIN,88
FRM00007015,2011-08-26,TMAX,200
FRM00007015,2007-11-29,TMAX,83
FRM00007015,2010-07-02,TMIN,190
FRM00007015,2005-12-30,TMIN,-30
FRM00007015,2009-06-17,TMIN,107
FRM00007015,2013-04-08,TMAX,106
FRM00007015,2010-10-19,TMAX,131
FRM00007015,2005-11-01,TMAX,146
FRM00007015,2010-02-18,TMIN,-1
FRM00007015,2009-05-26,TMAX,253
FRM00007015,2013-06-14,TMIN,88
FRM00007015,2011-07-17,TMAX,183
FRM00007015,2011-10-07,TMIN,88
FRM00007015,2009-06-08,TMAX,178
FRM00007015,2011-10-07,TMAX,150
FRM00007015,2014-03-07,TMAX,135
FRM00007015,2014-03-07,TMIN,29
FRM00007015,2015-02-27,TMAX,99
FRM00007015,2011-07-17,TMIN,123
FRM00007015,2014-12-05,TMIN,11
FRM00007015,2009-12-05,TMIN,36
FRM00007015,2010-04-25,TMAX,212
FRM00007015,2012-12-31,TMIN,75
FRM00007015,2009-06-08,TMIN,66
FRM00007015,2008-02-24,TMAX,145
FRM00007015,2012-12-31,TMAX,105
FRM00007015,2015-07-19,TMIN,149
FRM00007015,2009-09-14,TMAX,208
FRM00007015,2015-08-01,TMAX,234
FRM00007015,2015-08-01,TMIN,108
FRM00007015,2007-10-09,TMIN,103
FRM00007015,2005-11-20,TMAX,20
FRM00007015,2014-01-27,TMIN,20
FRM00007015,2015-07-20,TMAX,244
FRM00007015,2005-06-23,TMIN,162
FRM00007015,2005-06-23,TMAX,316
FRM00007015,2008-02-21,TMIN,46
FRM00007015,2011-10-10,TMIN,155
FRM00007015,2006-08-26,TMIN,130
FRM00007015,2008-10-27,TMAX,134
FRM00007015,2009-05-05,TMAX,153
FRM00007015,2009-08-01,TMAX,280
FRM00007015,2009-05-05,TMIN,95
FRM00007015,2010-07-20,TMIN,157
FRM00007015,2010-07-20,TMAX,305
FRM00007015,2006-08-26,TMAX,193
FRM00007015,2015-03-23,TMAX,112
FRM00007015,2015-03-23,TMIN,-15
FRM00007015,2006-02-02,TMAX,1
FRM00007015,2014-12-21,TMIN,24
FRM00007015,2008-08-31,TMIN,156
FRM00007015,2008-08-31,TMAX,261
FRM00007015,2010-09-22,TMAX,244
FRM00007015,2010-09-22,TMIN,92
FRM00007015,2006-11-19,TMAX,100
FRM00007015,2006-11-19,TMIN,46
FRM00007015,2012-08-17,TMIN,177
FRM00007015,2010-11-24,TMAX,62
FRM00007015,2009-09-15,TMAX,191
FRM00007015,2005-11-27,TMAX,46
FRM00007015,2008-02-21,TMAX,110
FRM00007015,2012-04-30,TMIN,78
FRM00007015,2009-05-19,TMIN,74
FRM00007015,2009-05-19,TMAX,197
FRM00007015,2007-05-17,TMAX,180
FRM00007015,2005-06-02,TMAX,222
FRM00007015,2015-12-28,TMAX,110
FRM00007015,2008-08-11,TMAX,204
FRM00007015,2008-08-11,TMIN,126
FRM00007015,2006-05-13,TMAX,211
FRM00007015,2008-12-12,TMAX,14
FRM00007015,2012-04-30,TMAX,201
FRM00007015,2008-12-12,TMIN,-25
FRM00007015,2011-08-23,TMAX,249
FRM00007015,2011-08-23,TMIN,154
FRM00007015,2015-12-28,TMIN,47
FRM00007015,2015-06-16,TMIN,97
FRM00007015,2014-12-28,TMAX,16
FRM00007015,2011-05-03,TMIN,56
FRM00007015,2011-05-03,TMAX,151
FRM00007015,2010-06-12,TMAX,186
FRM00007015,2011-10-10,TMAX,190
FRM00007015,2012-03-23,TMIN,58
FRM00007015,2012-03-23,TMAX,215
FRM00007015,2013-01-10,TMAX,70
FRM00007015,2010-10-18,TMAX,135
FRM00007015,2009-04-09,TMAX,173
FRM00007015,2007-06-29,TMAX,183
FRM00007015,2009-08-17,TMIN,129
FRM00007015,2009-08-17,TMAX,226
FRM00007015,2008-12-17,TMAX,67
FRM00007015,2008-12-17,TMIN,-8
FRM00007015,2006-10-07,TMAX,168
FRM00007015,2008-04-19,TMIN,68
FRM00007015,2008-04-19,TMAX,121
FRM00007015,2011-12-05,TMAX,93
FRM00007015,2011-12-05,TMIN,23
FRM00007015,2013-12-11,TMAX,75
FRM00007015,2014-01-03,TMIN,60
FRM00007015,2009-01-07,TMIN,-104
FRM00007015,2013-12-24,TMAX,114
FRM00007015,2009-05-14,TMIN,115
FRM00007015,2013-05-13,TMAX,146
FRM00007015,2007-11-06,TMAX,116
FRM00007015,2015-09-18,TMAX,172
FRM00007015,2012-10-04,TMAX,164
FRM00007015,2012-10-04,TMIN,98
FRM00007015,2015-01-10,TMAX,145
FRM00007015,2012-03-06,TMAX,60
FRM00007015,2011-06-12,TMAX,190
FRM00007015,2008-10-01,TMAX,163
FRM00007015,2005-10-27,TMIN,130
FRM00007015,2006-02-02,TMIN,-20
FRM00007015,2008-02-18,TMIN,-33
FRM00007015,2010-12-01,TMAX,-11
FRM00007015,2009-09-08,TMAX,304
FRM00007015,2009-04-09,TMIN,97
FRM00007015,2009-01-11,TMIN,-72
FRM00007015,2009-01-11,TMAX,22
FRM00007015,2007-08-24,TMAX,233
FRM00007015,2005-12-12,TMIN,-11
FRM00007015,2015-08-18,TMAX,185
FRM00007015,2005-12-12,TMAX,81
FRM00007015,2005-07-31,TMAX,208
FRM00007015,2005-07-31,TMIN,148
FRM00007015,2014-08-01,TMIN,138
FRM00007015,2007-08-12,TMAX,230
FRM00007015,2007-08-12,TMIN,135
FRM00007015,2008-08-26,TMAX,205
FRM00007015,2008-08-26,TMIN,163
FRM00007015,2014-08-22,TMIN,110
FRM00007015,2009-09-08,TMIN,130
FRM00007015,2012-02-04,TMAX,-4
FRM00007015,2012-05-09,TMIN,131
FRM00007015,2009-08-01,TMIN,136
FRM00007015,2006-02-08,TMAX,71
FRM00007015,2010-07-22,TMAX,245
FRM00007015,2008-02-18,TMAX,106
FRM00007015,2010-12-01,TMIN,-55
FRM00007015,2011-06-12,TMIN,49
FRM00007015,2014-01-29,TMAX,64
FRM00007015,2014-01-29,TMIN,24
FRM00007015,2011-07-11,TMAX,258
FRM00007015,2015-06-13,TMAX,247
FRM00007015,2015-03-07,TMIN,24
FRM00007015,2007-04-06,TMAX,181
FRM00007015,2007-08-06,TMAX,304
FRM00007015,2008-04-06,TMAX,66
FRM00007015,2010-02-16,TMAX,31
FRM00007015,2010-02-16,TMIN,-34
FRM00007015,2014-02-20,TMIN,67
FRM00007015,2010-05-24,TMIN,111
FRM00007015,2010-05-24,TMAX,274
FRM00007015,2006-10-22,TMIN,119
FRM00007015,2010-10-23,TMAX,99
FRM00007015,2011-06-08,TMAX,191
FRM00007015,2011-11-08,TMAX,114
FRM00007015,2008-06-11,TMAX,193
FRM00007015,2012-12-03,TMAX,100
FRM00007015,2006-10-22,TMAX,192
FRM00007015,2006-08-01,TMAX,234
FRM00007015,2007-02-21,TMAX,116
FRM00007015,2010-04-10,TMIN,50
FRM00007015,2010-04-10,TMAX,141
FRM00007015,2008-05-21,TMAX,197
FRM00007015,2005-03-22,TMAX,155
FRM00007015,2013-06-06,TMIN,114
FRM00007015,2014-02-05,TMIN,49
FRM00007015,2007-05-31,TMIN,105
FRM00007015,2008-10-30,TMIN,23
FRM00007015,2009-04-25,TMAX,169
FRM00007015,2010-08-29,TMAX,177
FRM00007015,2009-07-17,TMAX,271
FRM00007015,2010-04-28,TMIN,79
FRM00007015,2007-07-19,TMAX,251
FRM00007015,2007-07-19,TMIN,115
FRM00007015,2015-08-14,TMAX,256
FRM00007015,2007-10-31,TMIN,36
FRM00007015,2015-12-18,TMAX,140
FRM00007015,2007-10-31,TMAX,155
FRM00007015,2007-03-27,TMIN,66
FRM00007015,2007-03-27,TMAX,170
FRM00007015,2013-11-19,TMAX,80
FRM00007015,2010-05-08,TMIN,30
FRM00007015,2010-05-08,TMAX,133
FRM00007015,2011-09-24,TMAX,220
FRM00007015,2005-03-10,TMAX,92
FRM00007015,2011-01-18,TMAX,82
FRM00007015,2008-07-02,TMAX,275
FRM00007015,2014-07-09,TMAX,175
FRM00007015,2015-06-27,TMAX,247
FRM00007015,2007-11-09,TMAX,113
FRM00007015,2007-05-31,TMAX,206
FRM00007015,2013-05-09,TMAX,166
FRM00007015,2012-12-03,TMIN,-22
FRM00007015,2008-02-23,TMAX,133
FRM00007015,2010-04-19,TMIN,38
FRM00007015,2015-07-13,TMIN,157
FRM00007015,2012-10-28,TMIN,-5
FRM00007015,2007-01-23,TMAX,37
FRM00007015,2008-10-10,TMIN,49
FRM00007015,2005-06-02,TMIN,139
FRM00007015,2005-07-30,TMAX,221
FRM00007015,2009-10-29,TMAX,160
FRM00007015,2012-10-28,TMAX,106
FRM00007015,2008-04-21,TMIN,98
FRM00007015,2014-08-03,TMAX,234
FRM00007015,2007-11-19,TMIN,18
FRM00007015,2015-06-16,TMAX,196
FRM00007015,2008-05-09,TMAX,270
FRM00007015,2008-05-09,TMIN,134
FRM00007015,2011-10-08,TMIN,89
FRM00007015,2014-08-03,TMIN,135
FRM00007015,2015-11-11,TMAX,140
FRM00007015,2015-12-11,TMAX,96
FRM00007015,2012-01-24,TMAX,63
FRM00007015,2014-09-24,TMAX,170
FRM00007015,2013-03-28,TMAX,62
FRM00007015,2013-05-09,TMIN,77
FRM00007015,2008-10-23,TMAX,142
FRM00007015,2014-06-02,TMAX,208
FRM00007015,2008-10-23,TMIN,41
FRM00007015,2012-06-13,TMAX,160
FRM00007015,2010-10-23,TMIN,36
FRM00007015,2013-06-06,TMAX,265
FRM00007015,2008-02-23,TMIN,60
FRM00007015,2009-12-27,TMAX,66
FRM00007015,2009-10-04,TMAX,164
FRM00007015,2014-09-04,TMAX,223
FRM00007015,2014-09-04,TMIN,129
FRM00007015,2008-05-21,TMIN,79
FRM00007015,2007-08-20,TMAX,181
FRM00007015,2011-12-19,TMAX,30
FRM00007015,2011-12-19,TMIN,-11
FRM00007015,2006-04-13,TMIN,69
FRM00007015,2006-04-13,TMAX,123
FRM00007015,2012-11-08,TMAX,110
FRM00007015,2005-09-16,TMAX,183
FRM00007015,2009-07-26,TMIN,104
FRM00007015,2015-08-04,TMAX,283
FRM00007015,2007-11-13,TMIN,26
FRM00007015,2008-04-21,TMAX,183
FRM00007015,2013-09-03,TMIN,114
FRM00007015,2007-11-13,TMAX,80
FRM00007015,2009-09-24,TMAX,206
FRM00007015,2005-06-18,TMAX,272
FRM00007015,2014-01-14,TMAX,61
FRM00007015,2007-05-25,TMIN,125
FRM00007015,2015-09-01,TMAX,194
FRM00007015,2011-06-24,TMIN,107
FRM00007015,2006-04-12,TMIN,57
FRM00007015,2006-04-12,TMAX,123
FRM00007015,2014-07-21,TMAX,223
FRM00007015,2011-04-06,TMIN,85
FRM00007015,2008-06-22,TMAX,249
FRM00007015,2015-02-14,TMAX,99
FRM00007015,2006-01-25,TMIN,-52
FRM00007015,2007-03-15,TMIN,18
FRM00007015,2009-10-03,TMAX,151
FRM00007015,2013-09-02,TMIN,117
FRM00007015,2014-12-07,TMIN,-13
FRM00007015,2012-08-23,TMIN,100
FRM00007015,2010-08-26,TMIN,161
FRM00007015,2006-06-20,TMAX,210
FRM00007015,2006-06-20,TMIN,154
FRM00007015,2007-03-15,TMAX,143
FRM00007015,2015-02-26,TMIN,35
FRM00007015,2015-08-31,TMAX,265
FRM00007015,2013-07-15,TMIN,150
FRM00007015,2013-07-15,TMAX,273
FRM00007015,2010-11-09,TMIN,41
FRM00007015,2014-07-08,TMAX,193
FRM00007015,2010-01-09,TMAX,-5
FRM00007015,2006-01-25,TMAX,44
FRM00007015,2010-06-02,TMAX,204
FRM00007015,2005-08-27,TMIN,102
FRM00007015,2012-04-20,TMIN,56
FRM00007015,2015-06-26,TMAX,285
FRM00007015,2009-03-06,TMAX,86
FRM00007015,2009-03-06,TMIN,12
FRM00007015,2012-03-05,TMAX,84
FRM00007015,2015-06-26,TMIN,145
FRM00007015,2010-12-20,TMAX,2
FRM00007015,2008-03-03,TMAX,101
FRM00007015,2009-10-03,TMIN,96
FRM00007015,2013-10-26,TMIN,149
FRM00007015,2007-07-26,TMAX,228
FRM00007015,2008-03-23,TMAX,57
FRM00007015,2009-07-18,TMAX,212
FRM00007015,2015-08-17,TMIN,89
FRM00007015,2014-10-31,TMIN,107
FRM00007015,2015-08-17,TMAX,184
FRM00007015,2014-10-31,TMAX,195
FRM00007015,2005-08-10,TMIN,138
FRM00007015,2007-07-26,TMIN,156
FRM00007015,2010-05-13,TMIN,60
FRM00007015,2005-08-27,TMAX,208
FRM00007015,2013-01-11,TMAX,51
FRM00007015,2013-01-11,TMIN,2
FRM00007015,2012-02-05,TMIN,-90
FRM00007015,2007-01-29,TMIN,69
FRM00007015,2010-12-20,TMIN,-52
FRM00007015,2007-12-05,TMIN,94
FRM00007015,2007-12-05,TMAX,123
FRM00007015,2007-10-15,TMIN,73
FRM00007015,2007-10-15,TMAX,154
FRM00007015,2011-01-30,TMAX,-7
FRM00007015,2006-06-17,TMIN,116
FRM00007015,2006-10-21,TMIN,120
FRM00007015,2011-09-11,TMAX,231
FRM00007015,2009-10-19,TMAX,121
FRM00007015,2006-08-29,TMAX,185
FRM00007015,2012-10-05,TMAX,186
FRM00007015,2012-10-05,TMIN,97
FRM00007015,2010-06-02,TMIN,100
FRM00007015,2010-01-18,TMIN,19
FRM00007015,2007-09-02,TMIN,155
FRM00007015,2007-09-02,TMAX,213
FRM00007015,2008-03-23,TMIN,-23
FRM00007015,2012-12-21,TMAX,103
FRM00007015,2005-07-17,TMAX,250
FRM00007015,2008-08-20,TMAX,202
FRM00007015,2012-12-21,TMIN,61
FRM00007015,2014-04-24,TMAX,174
FRM00007015,2015-06-24,TMIN,76
FRM00007015,2008-08-20,TMIN,147
FRM00007015,2009-07-09,TMAX,198
FRM00007015,2015-11-22,TMAX,47
FRM00007015,2009-12-04,TMAX,85
FRM00007015,2005-10-29,TMIN,137
FRM00007015,2015-07-21,TMAX,261
FRM00007015,2012-06-19,TMAX,202
FRM00007015,2009-12-04,TMIN,16
FRM00007015,2010-08-26,TMAX,232
FRM00007015,2012-05-29,TMAX,253
FRM00007015,2010-11-08,TMIN,25
FRM00007015,2010-11-08,TMAX,67
FRM00007015,2010-02-14,TMIN,-66
FRM00007015,2010-01-09,TMIN,-49
FRM00007015,2010-02-14,TMAX,32
FRM00007015,2011-11-19,TMAX,120
FRM00007015,2009-06-01,TMIN,142
FRM00007015,2009-06-01,TMAX,255
FRM00007015,2012-06-19,TMIN,77
FRM00007015,2006-03-08,TMIN,17
FRM00007015,2008-05-01,TMIN,67
FRM00007015,2008-05-01,TMAX,144
FRM00007015,2014-05-03,TMIN,59
FRM00007015,2015-09-26,TMAX,171
FRM00007015,2015-08-25,TMAX,198
FRM00007015,2014-05-03,TMAX,144
FRM00007015,2011-01-30,TMIN,-45
FRM00007015,2006-03-08,TMAX,103
FRM00007015,2009-02-06,TMIN,8
FRM00007015,2005-10-29,TMAX,211
FRM00007015,2014-11-21,TMIN,27
FRM00007015,2012-08-16,TMAX,252
FRM00007015,2015-05-07,TMIN,75
FRM00007015,2015-08-05,TMAX,287
FRM00007015,2006-01-06,TMIN,-6
FRM00007015,2007-10-10,TMIN,80
FRM00007015,2011-04-11,TMAX,213
FRM00007015,2010-03-07,TMAX,30
FRM00007015,2010-03-07,TMIN,-35
FRM00007015,2008-06-28,TMAX,224
FRM00007015,2015-07-11,TMAX,273
FRM00007015,2006-10-24,TMAX,169
FRM00007015,2014-03-21,TMAX,166
FRM00007015,2015-07-11,TMIN,139
FRM00007015,2012-05-30,TMAX,240
FRM00007015,2012-05-30,TMIN,104
FRM00007015,2013-12-11,TMIN,-17
FRM00007015,2015-05-29,TMIN,76
FRM00007015,2012-07-14,TMAX,194
FRM00007015,2012-07-14,TMIN,130
FRM00007015,2005-06-15,TMIN,85
FRM00007015,2007-04-10,TMAX,166
FRM00007015,2007-04-10,TMIN,67
FRM00007015,2006-02-09,TMAX,51
FRM00007015,2013-11-28,TMAX,93
FRM00007015,2013-11-28,TMIN,45
FRM00007015,2011-04-11,TMIN,70
FRM00007015,2015-05-17,TMAX,182
FRM00007015,2007-10-10,TMAX,158
FRM00007015,2013-04-19,TMAX,135
FRM00007015,2008-11-29,TMAX,50
FRM00007015,2007-11-22,TMAX,113
FRM00007015,2007-08-30,TMAX,205
FRM00007015,2007-08-30,TMIN,87
FRM00007015,2007-11-11,TMAX,118
FRM00007015,2009-05-14,TMAX,214
FRM00007015,2008-08-15,TMAX,227
FRM00007015,2013-02-15,TMIN,5
FRM00007015,2013-02-15,TMAX,92
FRM00007015,2008-12-11,TMAX,33
FRM00007015,2011-06-02,TMIN,92
FRM00007015,2011-02-01,TMIN,-42
FRM00007015,2008-01-17,TMIN,13
FRM00007015,2015-01-13,TMAX,104
FRM00007015,2011-03-23,TMIN,46
FRM00007015,2011-06-24,TMAX,198
FRM00007015,2006-10-01,TMIN,147
FRM00007015,2006-10-01,TMAX,212
FRM00007015,2005-11-14,TMAX,102
FRM00007015,2008-08-15,TMIN,89
FRM00007015,2015-08-05,TMIN,118
FRM00007015,2014-12-19,TMAX,124
FRM00007015,2010-09-13,TMAX,198
FRM00007015,2015-12-19,TMAX,144
FRM00007015,2012-08-16,TMIN,129
FRM00007015,2005-06-15,TMAX,215
FRM00007015,2012-01-21,TMAX,114
FRM00007015,2015-04-08,TMIN,40
FRM00007015,2014-06-15,TMAX,183
FRM00007015,2015-04-08,TMAX,146
FRM00007015,2008-03-11,TMAX,121
FRM00007015,2008-03-11,TMIN,55
FRM00007015,2014-09-10,TMAX,190
FRM00007015,2012-04-05,TMAX,89
FRM00007015,2013-07-21,TMAX,315
FRM00007015,2013-07-21,TMIN,159
FRM00007015,2007-04-29,TMAX,249
FRM00007015,2006-07-14,TMAX,241
FRM00007015,2006-07-14,TMIN,146
FRM00007015,2014-05-04,TMAX,162
FRM00007015,2011-03-09,TMAX,104
FRM00007015,2010-09-21,TMAX,224
FRM00007015,2013-10-30,TMAX,141
FRM00007015,2013-10-30,TMIN,35
FRM00007015,2014-11-03,TMAX,154
FRM00007015,2011-03-09,TMIN,37
FRM00007015,2015-05-05,TMAX,201
FRM00007015,2008-01-31,TMIN,-3
FRM00007015,2011-10-31,TMAX,164
FRM00007015,2015-05-07,TMAX,165
FRM00007015,2006-09-19,TMAX,210
FRM00007015,2010-02-04,TMIN,37
FRM00007015,2012-11-29,TMAX,76
FRM00007015,2014-09-02,TMAX,215
FRM00007015,2012-01-21,TMIN,62
FRM00007015,2015-06-07,TMIN,75
FRM00007015,2015-06-07,TMAX,204
FRM00007015,2010-12-22,TMAX,10
FRM00007015,2009-12-24,TMIN,-20
FRM00007015,2009-12-24,TMAX,23
FRM00007015,2007-12-02,TMAX,116
FRM00007015,2015-11-10,TMAX,154
FRM00007015,2007-12-02,TMIN,63
FRM00007015,2008-04-10,TMIN,-6
FRM00007015,2008-04-10,TMAX,131
FRM00007015,2013-09-10,TMAX,169
FRM00007015,2009-05-20,TMAX,213
FRM00007015,2010-09-21,TMIN,93
FRM00007015,2013-09-10,TMIN,87
FRM00007015,2013-03-27,TMIN,-12
FRM00007015,2013-03-27,TMAX,57
FRM00007015,2010-04-12,TMAX,144
FRM00007015,2010-04-12,TMIN,38
FRM00007015,2011-12-03,TMIN,51
FRM00007015,2011-12-03,TMAX,122
FRM00007015,2014-08-19,TMAX,184
FRM00007015,2015-11-10,TMIN,119
FRM00007015,2014-06-15,TMIN,110
FRM00007015,2006-11-20,TMIN,56
FRM00007015,2011-08-07,TMIN,117
FRM00007015,2007-10-13,TMAX,164
FRM00007015,2011-06-22,TMIN,135
FRM00007015,2014-02-12,TMIN,20
FRM00007015,2015-03-12,TMIN,7
FRM00007015,2009-06-02,TMAX,225
FRM00007015,2013-10-19,TMAX,160
FRM00007015,2006-06-27,TMIN,127
FRM00007015,2011-04-18,TMIN,86
FRM00007015,2015-07-22,TMAX,242
FRM00007015,2011-06-22,TMAX,197
FRM00007015,2009-06-02,TMIN,116
FRM00007015,2015-07-30,TMAX,191
FRM00007015,2007-03-06,TMAX,102
FRM00007015,2013-12-07,TMIN,39
FRM00007015,2007-03-06,TMIN,79
FRM00007015,2008-04-05,TMAX,138
FRM00007015,2013-12-07,TMAX,100
FRM00007015,2011-05-17,TMAX,178
FRM00007015,2012-09-10,TMIN,148
FRM00007015,2013-01-08,TMAX,70
FRM00007015,2006-06-27,TMAX,181
FRM00007015,2014-09-23,TMIN,77
FRM00007015,2013-05-11,TMAX,135
FRM00007015,2013-05-11,TMIN,79
FRM00007015,2008-02-16,TMAX,44
FRM00007015,2006-06-04,TMAX,189
FRM00007015,2008-02-16,TMIN,-23
FRM00007015,2011-07-26,TMIN,136
FRM00007015,2011-07-04,TMIN,105
FRM00007015,2014-12-04,TMIN,-10
FRM00007015,2012-12-02,TMAX,51
FRM00007015,2012-07-13,TMIN,129
FRM00007015,2015-01-11,TMIN,29
FRM00007015,2015-01-11,TMAX,84
FRM00007015,2005-09-27,TMAX,167
FRM00007015,2010-02-23,TMAX,95
FRM00007015,2006-07-12,TMAX,267
FRM00007015,2006-09-10,TMIN,110
FRM00007015,2009-11-16,TMAX,159
FRM00007015,2009-11-16,TMIN,78
FRM00007015,2009-08-13,TMAX,216
FRM00007015,2013-09-06,TMAX,283
FRM00007015,2015-02-21,TMAX,73
FRM00007015,2012-10-02,TMAX,187
FRM00007015,2012-10-02,TMIN,130
FRM00007015,2014-07-10,TMIN,141
FRM00007015,2012-03-12,TMAX,160
FRM00007015,2011-04-01,TMAX,174
FRM00007015,2012-03-12,TMIN,30
FRM00007015,2008-03-04,TMIN,6
FRM00007015,2008-03-04,TMAX,80
FRM00007015,2011-07-26,TMAX,181
FRM00007015,2011-07-04,TMAX,238
